date,..,..,stock,index,*beta,ASR,profit,,,,
"2016-12-16,五",22.86,3122.98,-0.003499563,-0.001569014,-0.001575058,-0.001924504,-0.003499563,,,,
"2016-12-19,一",22.78,3118.08,-0.010096576,-0.004874795,-0.004893573,-0.005203003,-0.010096576,,,,
"2016-12-20,二",22.55,3102.88,0.002660754,0.011134817,0.011177708,-0.008516954,0.002660754,,,,
"2016-12-21,三",22.61,3137.43,0.000442282,0.0006789,0.000681515,-0.000239233,0.000442282,,,,
"2016-12-22,四",22.62,3139.56,-0.00530504,-0.009367555,-0.009403639,0.004098599,-0.00530504,,,,
"2016-12-23,五",22.5,3110.15,0.012444444,0.003993377,0.004008759,0.008435685,0.012444444,,,,
"2016-12-26,一",22.78,3122.57,0.001755926,-0.00253317,-0.002542928,0.004298854,0.001755926,,,,
"2016-12-27,二",22.82,3114.66,0.003067485,-0.003987594,-0.004002954,0.007070439,0.003067485,,,,
"2016-12-28,三",22.89,3102.24,0.002621232,-0.001979215,-0.001986839,0.004608071,0.002621232,,,,
"2016-12-29,四",22.95,3096.1,0.008278867,0.002435322,0.002444703,0.005834164,0.008278867,,,,
"2016-12-30,五",23.14,3103.64,0.022904062,0.010400691,0.010440754,0.012463308,0.022904062,,,,
"2017-01-03,二",23.67,3135.92,0.004647233,0.007292916,0.007321008,-0.002673775,0.004647233,,,,
"2017-01-04,三",23.78,3158.79,-0.007148865,0.002095739,0.002103812,-0.009252677,-0.007148865,,,,
"2017-01-05,四",23.61,3165.41,-0.011012283,-0.003503496,-0.003516991,-0.007495292,-0.011012283,,,,
"2017-01-06,五",23.35,3154.32,0.002569593,0.005364072,0.005384735,-0.002815141,0.002569593,,,,
"2017-01-09,一",23.41,3171.24,-0.005126015,-0.003017747,-0.003029371,-0.002096643,-0.005126015,,,,
"2017-01-10,二",23.29,3161.67,0.018892228,-0.007881911,-0.007912272,0.0268045,0.018892228,,,,
"2017-01-11,三",23.73,3136.75,-0.000421408,-0.005566271,-0.005587712,0.005166305,-0.000421408,,,,
"2017-01-12,四",23.72,3119.29,0.001686341,-0.002093425,-0.002101489,0.00378783,0.001686341,,,,
"2017-01-13,五",23.76,3112.76,0.007154882,-0.00299734,-0.003008886,0.010163768,0.007154882,,,,
"2017-01-16,一",23.93,3103.43,0.023401588,0.001720677,0.001727305,0.021674283,0.023401588,,,,
"2017-01-17,二",24.49,3108.77,-0.005308289,0.001363883,0.001369137,-0.006677426,-0.005308289,,,,
"2017-01-18,三",24.36,3113.01,0.000410509,-0.003761633,-0.003776122,0.004186632,0.000410509,,,,
"2017-01-19,四",24.37,3101.3,0.020106689,0.007042208,0.007069335,0.013037354,0.020106689,,,,
"2017-01-20,五",24.86,3123.14,-0.002413516,0.004364198,0.004381009,-0.006794524,-0.002413516,,,,
"2017-01-23,一",24.8,3136.77,-0.000403226,0.00184266,0.001849758,-0.002252984,-0.000403226,,,,
"2017-01-24,二",24.79,3142.55,0.007260992,0.00222749,0.002236071,0.005024922,0.007260992,,,,
"2017-01-25,三",24.97,3149.55,-0.002002403,0.003054405,0.00306617,-0.005068573,-0.002002403,,,,
"2017-01-26,四",24.92,3159.17,0.009229535,-0.006014238,-0.006037405,0.015266939,0.009229535,,,,
"2017-02-03,五",25.15,3140.17,0.006361829,0.005353213,0.005373834,0.000987995,0.006361829,,,,
"2017-02-06,一",25.31,3156.98,0.014223627,-0.00123219,-0.001236937,0.015460564,0.014223627,,,,
"2017-02-07,二",25.67,3153.09,-0.006232957,0.004405203,0.004422171,-0.010655128,-0.006232957,,,,
"2017-02-08,三",25.51,3166.98,-0.020384163,0.005115283,0.005134987,-0.025519151,-0.020384163,,,,
"2017-02-09,四",24.99,3183.18,0.010004002,0.004247325,0.004263686,0.005740316,0.010004002,,,,
"2017-02-10,五",25.24,3196.7,0.002377179,0.006300247,0.006324516,-0.003947337,0.002377179,,,,
"2017-02-13,一",25.3,3216.84,-0.004347826,0.000338842,0.000340147,-0.004687973,-0.004347826,,,,
"2017-02-14,二",25.19,3217.93,-0.01349742,-0.001535148,-0.001541062,-0.011956358,-0.01349742,,,,
"2017-02-15,三",24.85,3212.99,0.006438632,0.005175864,0.005195802,0.00124283,0.006438632,,,,
"2017-02-16,四",25.01,3229.62,0.00079968,-0.008527319,-0.008560166,0.009359846,0.00079968,,,,
"2017-02-17,五",25.03,3202.08,0.011586097,0.011829811,0.011875379,-0.000289283,0.011586097,,,,
"2017-02-20,一",25.32,3239.96,0.026461295,0.004126594,0.00414249,0.022318806,0.026461295,,,,
"2017-02-21,二",25.99,3253.33,-0.010773374,0.002425207,0.002434549,-0.013207924,-0.010773374,,,,
"2017-02-22,三",25.71,3261.22,0.012446519,-0.003017276,-0.003028898,0.015475417,0.012446519,,,,
"2017-02-23,四",26.03,3251.38,0.004610065,0.000630502,0.00063293,0.003977135,0.004610065,,,,
"2017-02-24,五",26.15,3253.43,-0.012237094,-0.007613503,-0.007642831,-0.004594263,-0.012237094,,,,
"2017-02-27,一",25.83,3228.66,-0.00232288,0.004048119,0.004063712,-0.006386593,-0.00232288,,,,
"2017-02-28,二",25.77,3241.73,0.00814901,0.001604082,0.001610261,0.00653875,0.00814901,,,,
"2017-03-01,三",25.98,3246.93,-0.005388761,-0.005204917,-0.005224966,-0.000163795,-0.005388761,,,,
"2017-03-02,四",25.84,3230.03,-0.00619195,-0.003628449,-0.003642426,-0.002549524,-0.00619195,,,,
"2017-03-03,五",25.68,3218.31,0.003504673,0.004834836,0.00485346,-0.001348787,0.003504673,,,,
"2017-03-06,一",25.77,3233.87,0.01435778,0.002640799,0.002650971,0.011706809,0.01435778,,,,
"2017-03-07,二",26.14,3242.41,-0.00841622,-0.000539722,-0.000541801,-0.007874419,-0.00841622,,,,
"2017-03-08,三",25.92,3240.66,-0.016203704,-0.007378127,-0.007406547,-0.008797156,-0.016203704,,,,
"2017-03-09,四",25.5,3216.75,0.011764706,-0.001240382,-0.00124516,0.013009866,0.011764706,,,,
"2017-03-10,五",25.8,3212.76,0.007364341,0.00755114,0.007580227,-0.000215886,0.007364341,,,,
"2017-03-13,一",25.99,3237.02,0.019238169,0.000713619,0.000716368,0.0185218,0.019238169,,,,
"2017-03-14,二",26.49,3239.33,0.003775009,0.000750155,0.000753045,0.003021965,0.003775009,,,,
"2017-03-15,三",26.59,3241.76,0.000376081,0.008384334,0.008416631,-0.00804055,0.000376081,,,,
"2017-03-16,四",26.6,3268.94,0.013909774,-0.009633092,-0.009670199,0.023579973,0.013909774,,,,
"2017-03-17,五",26.97,3237.45,0.02373007,0.004126705,0.004142601,0.01958747,0.02373007,,,,
"2017-03-20,一",27.61,3250.81,0.002897501,0.003322249,0.003335046,-0.000437545,0.002897501,,,,
"2017-03-21,二",27.69,3261.61,0.030697003,-0.005025126,-0.005044482,0.035741485,0.030697003,,,,
"2017-03-22,三",28.54,3245.22,-0.004905396,0.001026125,0.001030077,-0.005935473,-0.004905396,,,,
"2017-03-23,四",28.4,3248.55,-0.009507042,0.00643364,0.006458422,-0.015965464,-0.009507042,,,,
"2017-03-24,五",28.13,3269.45,-0.008176324,-0.000761596,-0.00076453,-0.007411795,-0.008176324,,,,
"2017-03-27,一",27.9,3266.96,0.008602151,-0.00428839,-0.004304909,0.01290706,0.008602151,,,,
"2017-03-28,二",28.14,3252.95,-0.023454158,-0.00357829,-0.003592074,-0.019862084,-0.023454158,,,,
"2017-03-29,三",27.48,3241.31,0.007641921,-0.009585631,-0.009622554,0.017264476,0.007641921,,,,
"2017-03-30,四",27.69,3210.24,0.019140484,0.003822144,0.003836867,0.015303617,0.019140484,,,,
"2017-03-31,五",28.22,3222.51,-0.008150248,0.014833158,0.014890296,-0.023040544,-0.008150248,,,,
"2017-04-05,三",27.99,3270.31,0.027867095,0.003268803,0.003281395,0.024585701,0.027867095,,,,
"2017-04-06,四",28.77,3281,-0.003823427,0.001712892,0.00171949,-0.005542918,-0.003823427,,,,
"2017-04-07,五",28.66,3286.62,-0.014305652,-0.005242468,-0.005262662,-0.00904299,-0.014305652,,,,
"2017-04-10,一",28.25,3269.39,-0.004247788,0.005988885,0.006011954,-0.010259742,-0.004247788,,,,
"2017-04-11,二",28.13,3288.97,0.001421969,-0.004603265,-0.004620997,0.006042966,0.001421969,,,,
"2017-04-12,三",28.17,3273.83,0.036208733,0.000650614,0.00065312,0.035555612,0.036208733,,,,
"2017-04-13,四",29.19,3275.96,0,-0.009124043,-0.009159189,0.009159189,0,,,,
"2017-04-14,五",29.19,3246.07,0.002398082,-0.007362749,-0.007391111,0.009789192,0.002398082,,,,
"2017-04-17,一",29.26,3222.17,0.029733424,-0.007901507,-0.007931944,0.037665369,0.029733424,,,,
"2017-04-18,二",30.13,3196.71,0.006969798,-0.008139619,-0.008170972,0.01514077,0.006969798,,,,
"2017-04-19,三",30.34,3170.69,0.021753461,0.000444698,0.000446411,0.02130705,0.021753461,,,,
"2017-04-20,四",31,3172.1,-0.008387097,0.000331011,0.000332286,-0.008719383,-0.008387097,,,,
"2017-04-21,五",30.74,3173.15,0,-0.013746593,-0.013799545,0.013799545,0,,,,
"2017-04-24,一",30.74,3129.53,-0.015289525,0.001610465,0.001616669,-0.016906194,-0.015289525,,,,
"2017-04-25,二",30.27,3134.57,-0.012553684,0.002003465,0.002011182,-0.014564865,-0.012553684,,,,
"2017-04-26,三",29.89,3140.85,0.010371362,0.003610488,0.003624395,0.006746966,0.010371362,,,,
"2017-04-27,四",30.2,3152.19,-0.021854305,0.000783582,0.000786601,-0.022640905,-0.021854305,,,,
"2017-04-28,五",29.54,3154.66,-0.004062288,-0.003471056,-0.003484426,-0.000577862,-0.004062288,,,,
"2017-05-02,二",29.42,3143.71,0.00917743,-0.002659278,-0.002669522,0.011846952,0.00917743,,,,
"2017-05-03,三",29.69,3135.35,-0.012125295,-0.00254517,-0.002554974,-0.00957032,-0.012125295,,,,
"2017-05-04,四",29.33,3127.37,0.020115922,-0.0077797,-0.007809667,0.02792559,0.020115922,,,,
"2017-05-05,五",29.92,3103.04,0.003342246,-0.007872925,-0.007903251,0.011245497,0.003342246,,,,
"2017-05-08,一",30.02,3078.61,-0.023650899,0.000623658,0.00062606,-0.02427696,-0.023650899,,,,
"2017-05-09,二",29.31,3080.53,0.022859092,-0.009004944,-0.009039631,0.031898724,0.022859092,,,,
"2017-05-10,三",29.98,3052.79,0.006004003,0.002853128,0.002864118,0.003139885,0.006004003,,,,
"2017-05-11,四",30.16,3061.5,0.033819629,0.007189286,0.00721698,0.026602649,0.033819629,,,,
"2017-05-12,五",31.18,3083.51,0.008659397,0.002179335,0.002187729,0.006471668,0.008659397,,,,
"2017-05-15,一",31.45,3090.23,0.013036566,0.00735544,0.007383773,0.005652793,0.013036566,,,,
"2017-05-16,二",31.86,3112.96,-0.048022599,-0.002736945,-0.002747488,-0.045275111,-0.048022599,,,,
"2017-05-17,三",30.33,3104.44,0.004286185,-0.004606306,-0.004624049,0.008910235,0.004286185,,,,
"2017-05-18,四",30.46,3090.14,0.006894288,0.000158569,0.00015918,0.006735108,0.006894288,,,,
"2017-05-19,五",30.67,3090.63,0.012716009,-0.004837201,-0.004855834,0.017571844,0.012716009,,,,
"2017-05-22,一",31.06,3075.68,0.01416613,-0.004464053,-0.004481249,0.018647379,0.01416613,,,,
"2017-05-23,二",31.5,3061.95,0.005079365,0.000695635,0.000698315,0.00438105,0.005079365,,,,
"2017-05-24,三",31.66,3064.08,-0.011370815,0.014278348,0.014333348,-0.025704163,-0.011370815,,,,
"2017-05-25,四",31.3,3107.83,-0.008626198,0.000717542,0.000720306,-0.009346505,-0.008626198,,,,
"2017-05-26,五",31.03,3110.06,0.02094747,0.002289345,0.002298163,0.018649307,0.02094747,,,,
"2017-05-31,三",31.68,3117.18,0.015782828,-0.004670888,-0.004688881,0.020471709,0.015782828,,,,
"2017-06-01,四",32.18,3102.62,-0.009011809,0.00094114,0.000944765,-0.009956574,-0.009011809,,,,
"2017-06-02,五",31.89,3105.54,-0.013797429,-0.004469432,-0.004486648,-0.00931078,-0.013797429,,,,
"2017-06-05,一",31.45,3091.66,0.016852146,0.00338653,0.003399575,0.013452571,0.016852146,,,,
"2017-06-06,二",31.98,3102.13,0.020012508,0.012310896,0.012358318,0.00765419,0.020012508,,,,
"2017-06-07,三",32.62,3140.32,0.020539546,0.003187573,0.003199852,0.017339694,0.020539546,,,,
"2017-06-08,四",33.29,3150.33,-0.006908982,0.002561636,0.002571504,-0.009480486,-0.006908982,,,,
"2017-06-09,五",33.06,3158.4,0.002419843,-0.005863728,-0.005886316,0.008306158,0.002419843,,,,
"2017-06-12,一",33.14,3139.88,0.007845504,0.004414181,0.004431185,0.003414319,0.007845504,,,,
"2017-06-13,二",33.4,3153.74,-0.029640719,-0.007315124,-0.007343302,-0.022297416,-0.029640719,,,,
"2017-06-14,三",32.41,3130.67,-0.011107683,0.000581345,0.000583585,-0.011691267,-0.011107683,,,,
"2017-06-15,四",32.05,3132.49,-0.000936037,-0.002975269,-0.00298673,0.002050692,-0.000936037,,,,
"2017-06-16,五",32.02,3123.17,0.004996877,0.006787975,0.006814122,-0.001817245,0.004996877,,,,
"2017-06-19,一",32.18,3144.37,-0.008701057,-0.001386605,-0.001391946,-0.00730911,-0.008701057,,,,
"2017-06-20,二",31.9,3140.01,0.028213166,0.005159219,0.005179093,0.023034074,0.028213166,,,,
"2017-06-21,三",32.8,3156.21,-0.080182927,-0.002775481,-0.002786172,-0.077396755,-0.080182927,,,,
"2017-06-22,四",30.17,3147.45,0.033476964,0.003310617,0.003323369,0.030153595,0.033476964,,,,
"2017-06-23,五",31.18,3157.87,0.0121873,0.008730568,0.008764199,0.003423101,0.0121873,,,,
"2017-06-26,一",31.56,3185.44,-0.00982256,0.001808227,0.001815193,-0.011637753,-0.00982256,,,,
"2017-06-27,二",31.25,3191.2,-0.0144,-0.005640511,-0.005662239,-0.008737761,-0.0144,,,,
"2017-06-28,三",30.8,3173.2,-0.002597403,0.00468297,0.004701009,-0.007298411,-0.002597403,,,,
"2017-06-29,四",30.72,3188.06,0.008789062,0.00137074,0.00137602,0.007413043,0.008789062,,,,
"2017-06-30,五",30.99,3192.43,0.010003227,0.001090079,0.001094278,0.008908949,0.010003227,,,,
"2017-07-03,一",31.3,3195.91,-0.001277955,-0.004102118,-0.004117919,0.002839964,-0.001277955,,,,
"2017-07-04,二",31.26,3182.8,0.002559181,0.007644213,0.007673658,-0.005114477,0.002559181,,,,
"2017-07-05,三",31.34,3207.13,-0.03669432,0.001655686,0.001662064,-0.038356384,-0.03669432,,,,
"2017-07-06,四",30.19,3212.44,-0.010268301,0.00171832,0.001724939,-0.01199324,-0.010268301,,,,
"2017-07-07,五",29.88,3217.96,-0.030789826,-0.001656329,-0.001662709,-0.029127117,-0.030789826,,,,
"2017-07-10,一",28.96,3212.63,0.018301105,-0.002985093,-0.002996592,0.021297697,0.018301105,,,,
"2017-07-11,二",29.49,3203.04,-0.00847745,-0.001717119,-0.001723733,-0.006753717,-0.00847745,,,,
"2017-07-12,三",29.24,3197.54,0.016073871,0.006448707,0.006473548,0.009600323,0.016073871,,,,
"2017-07-13,四",29.71,3218.16,0.009087849,0.001323738,0.001328837,0.007759012,0.009087849,,,,
"2017-07-14,五",29.98,3222.42,-0.00233489,-0.014262573,-0.014317512,0.011982623,-0.00233489,,,,
"2017-07-17,一",29.91,3176.46,-0.040120361,0.003497604,0.003511077,-0.043631438,-0.040120361,,,,
"2017-07-18,二",28.71,3187.57,0.003831418,0.013618524,0.013670983,-0.009839566,0.003831418,,,,
"2017-07-19,三",28.82,3230.98,-0.010062457,0.00429591,0.004312458,-0.014374915,-0.010062457,,,,
"2017-07-20,四",28.53,3244.86,0.002804066,-0.002120276,-0.002128444,0.00493251,0.002804066,,,,
"2017-07-21,五",28.61,3237.98,0.018874519,0.003897492,0.003912505,0.014962015,0.018874519,,,,
"2017-07-24,一",29.15,3250.6,0.014751286,-0.002125761,-0.00213395,0.016885236,0.014751286,,,,
"2017-07-25,二",29.58,3243.69,-0.017579446,0.001226998,0.001231724,-0.01881117,-0.017579446,,,,
"2017-07-26,三",29.06,3247.67,-0.009635237,0.000649697,0.000652199,-0.010287437,-0.009635237,,,,
"2017-07-27,四",28.78,3249.78,0.001389854,0.001064687,0.001068789,0.000321065,0.001389854,,,,
"2017-07-28,五",28.82,3253.24,0.011450382,0.006083166,0.006106599,0.005343783,0.011450382,,,,
"2017-07-31,一",29.15,3273.03,-0.011320755,0.00599139,0.006014469,-0.017335224,-0.011320755,,,,
"2017-08-01,二",28.82,3292.64,-0.004510756,-0.002302104,-0.002310972,-0.002199785,-0.004510756,,,,
"2017-08-02,三",28.69,3285.06,-0.013245033,-0.003692474,-0.003706698,-0.009538335,-0.013245033,,,,
"2017-08-03,四",28.31,3272.93,0.003179089,-0.003315072,-0.003327842,0.006506931,0.003179089,,,,
"2017-08-04,五",28.4,3262.08,0.006338028,0.005327889,0.005348412,0.000989616,0.006338028,,,,
"2017-08-07,一",28.58,3279.46,0.014345696,0.000734877,0.000737708,0.013607988,0.014345696,,,,
"2017-08-08,二",28.99,3281.87,0.024146257,-0.001919637,-0.001927032,0.026073289,0.024146257,,,,
"2017-08-09,三",29.69,3275.57,-0.006062647,-0.004219113,-0.004235365,-0.001827282,-0.006062647,,,,
"2017-08-10,四",29.51,3261.75,-0.017621145,-0.016313329,-0.016376168,-0.001244977,-0.017621145,,,,
"2017-08-11,五",28.99,3208.54,0.020006899,0.008982279,0.009016878,0.010990021,0.020006899,,,,
"2017-08-14,一",29.57,3237.36,0.001014542,0.004293622,0.004310161,-0.003295619,0.001014542,,,,
"2017-08-15,二",29.6,3251.26,0.002364865,-0.001479426,-0.001485125,0.00384999,0.002364865,,,,
"2017-08-16,三",29.67,3246.45,-0.003033367,0.006770472,0.006796552,-0.009829919,-0.003033367,,,,
"2017-08-17,四",29.58,3268.43,0.014874915,8.87276E-05,8.90694E-05,0.014785846,0.014874915,,,,
"2017-08-18,五",30.02,3268.72,0.008994004,0.005564869,0.005586305,0.003407699,0.008994004,,,,
"2017-08-21,一",30.29,3286.91,0.015516672,0.001010067,0.001013958,0.014502714,0.015516672,,,,
"2017-08-22,二",30.76,3290.23,0.003576073,-0.000768943,-0.000771905,0.004347978,0.003576073,,,,
"2017-08-23,三",30.87,3287.7,-0.021056041,-0.004924415,-0.004943384,-0.016112657,-0.021056041,,,,
"2017-08-24,四",30.22,3271.51,-0.002647253,0.018343212,0.01841387,-0.021061123,-0.002647253,,,,
"2017-08-25,五",30.14,3331.52,-0.020902455,0.009344083,0.009380077,-0.030282532,-0.020902455,,,,
"2017-08-28,一",29.51,3362.65,0.021348695,0.000767252,0.000770207,0.020578488,0.021348695,,,,
"2017-08-29,二",30.14,3365.23,-0.024883875,-0.00047545,-0.000477282,-0.024406593,-0.024883875,,,,
"2017-08-30,三",29.39,3363.63,-0.004423273,-0.00083838,-0.000841609,-0.003581664,-0.004423273,,,,
"2017-08-31,四",29.26,3360.81,0.005126452,0.001877524,0.001884756,0.003241697,0.005126452,,,,
"2017-09-01,五",29.41,3367.12,-0.005440326,0.003700492,0.003714746,-0.009155073,-0.005440326,,,,
"2017-09-04,一",29.25,3379.58,0.014017094,0.001402541,0.001407944,0.01260915,0.014017094,,,,
"2017-09-05,二",29.66,3384.32,0,0.000316164,0.000317382,-0.000317382,0,,,,
"2017-09-06,三",29.66,3385.39,0.023937964,-0.005875246,-0.005897878,0.029835841,0.023937964,,,,
"2017-09-07,四",30.37,3365.5,0.001646362,-7.72545E-05,-7.75521E-05,0.001723914,0.001646362,,,,
"2017-09-08,五",30.42,3365.24,-0.030243261,0.0033222,0.003334997,-0.033578258,-0.030243261,,,,
"2017-09-11,一",29.5,3376.42,-0.008813559,0.000909247,0.00091275,-0.009726309,-0.008813559,,,,
"2017-09-12,二",29.24,3379.49,-0.001025992,0.001378906,0.001384218,-0.00241021,-0.001025992,,,,
"2017-09-13,三",29.21,3384.15,0.020540911,-0.003758699,-0.003773177,0.024314088,0.020540911,,,,
"2017-09-14,四",29.81,3371.43,0.039248574,-0.005282625,-0.005302974,0.044551548,0.039248574,,,,
"2017-09-15,五",30.98,3353.62,0.006132989,0.002755232,0.002765845,0.003367144,0.006132989,,,,
"2017-09-18,一",31.17,3362.86,0.000320821,-0.001790143,-0.001797039,0.00211786,0.000320821,,,,
"2017-09-19,二",31.18,3356.84,0.050673509,0.002728757,0.002739268,0.047934241,0.050673509,,,,
"2017-09-20,三",32.76,3366,0.00030525,-0.002433155,-0.002442528,0.002747778,0.00030525,,,,
"2017-09-21,四",32.77,3357.81,0.011595972,-0.001572453,-0.001578511,0.013174483,0.011595972,,,,
"2017-09-22,五",33.15,3352.53,0.02413273,-0.003275138,-0.003287754,0.027420484,0.02413273,,,,
"2017-09-25,一",33.95,3341.55,-0.027687776,0.000607503,0.000609843,-0.028297619,-0.027687776,,,,
"2017-09-26,二",33.01,3343.58,-0.001514693,0.000505446,0.000507393,-0.002022086,-0.001514693,,,,
"2017-09-27,三",32.96,3345.27,0.03125,-0.001682973,-0.001689456,0.032939456,0.03125,,,,
"2017-09-28,四",33.99,3339.64,0.005884084,0.002784731,0.002795458,0.003088625,0.005884084,,,,
"2017-09-29,五",34.19,3348.94,0.02018134,0.007596433,0.007625695,0.012555645,0.02018134,,,,
"2017-10-09,一",34.88,3374.38,-0.006020642,0.00255158,0.002561409,-0.008582051,-0.006020642,,,,
"2017-10-10,二",34.67,3382.99,0.033458321,0.001563705,0.001569729,0.031888592,0.033458321,,,,
"2017-10-11,三",35.83,3388.28,0.024281328,-0.000643394,-0.000645873,0.024927201,0.024281328,,,,
"2017-10-12,四",36.7,3386.1,-0.000817439,0.001305337,0.001310365,-0.002127803,-0.000817439,,,,
"2017-10-13,五",36.67,3390.52,0.023452413,-0.003554027,-0.003567717,0.027020131,0.023452413,,,,
"2017-10-16,一",37.53,3378.47,0.002664535,-0.001903228,-0.00191056,0.004575095,0.002664535,,,,
"2017-10-17,二",37.63,3372.04,-0.009035344,0.002891425,0.002902563,-0.011937907,-0.009035344,,,,
"2017-10-18,三",37.29,3381.79,0.058192545,-0.00343605,-0.003449286,0.061641831,0.058192545,,,,
"2017-10-19,四",39.46,3370.17,-0.000253421,0.002516194,0.002525886,-0.002779307,-0.000253421,,,,
"2017-10-20,五",39.45,3378.65,-0.000253485,0.000606751,0.000609088,-0.000862574,-0.000253485,,,,
"2017-10-23,一",39.44,3380.7,0.011916836,0.002233265,0.002241868,0.009674968,0.011916836,,,,
"2017-10-24,二",39.91,3388.25,0.046103733,0.00255294,0.002562774,0.043540959,0.046103733,,,,
"2017-10-25,三",41.75,3396.9,-0.018443114,0.003141099,0.003153199,-0.021596313,-0.018443114,,,,
"2017-10-26,四",40.98,3407.57,0.012445095,0.00271161,0.002722055,0.00972304,0.012445095,,,,
"2017-10-27,五",41.49,3416.81,-0.031573873,-0.007746992,-0.007776834,-0.02379704,-0.031573873,,,,
"2017-10-30,一",40.18,3390.34,-0.008461921,0.000884867,0.000888276,-0.009350197,-0.008461921,,,,
"2017-10-31,二",39.84,3393.34,0.00376506,0.000757366,0.000760283,0.003004777,0.00376506,,,,
"2017-11-01,三",39.99,3395.91,0.020005001,-0.003710346,-0.003724638,0.023729639,0.020005001,,,,
"2017-11-02,四",40.79,3383.31,0.054179946,-0.003419728,-0.003432901,0.057612847,0.054179946,,,,
"2017-11-03,五",43,3371.74,0.041162791,0.004872855,0.004891625,0.036271165,0.041162791,,,,
"2017-11-06,一",44.77,3388.17,-0.031717668,0.007496672,0.00752555,-0.039243218,-0.031717668,,,,
"2017-11-07,二",43.35,3413.57,-0.012226067,0.000553673,0.000555805,-0.012781872,-0.012226067,,,,
"2017-11-08,三",42.82,3415.46,0.025455395,0.003610055,0.003623961,0.021831433,0.025455395,,,,
"2017-11-09,四",43.91,3427.79,-0.002277386,0.001423658,0.001429142,-0.003706527,-0.002277386,,,,
"2017-11-10,五",43.81,3432.67,-0.026477973,0.0044193,0.004436324,-0.030914297,-0.026477973,,,,
"2017-11-13,一",42.65,3447.84,-0.050410317,-0.005304771,-0.005325205,-0.045085112,-0.050410317,,,,
"2017-11-14,二",40.5,3429.55,0.014814815,-0.0078815,-0.00791186,0.022726675,0.014814815,,,,
"2017-11-15,三",41.1,3402.52,0.020681265,-0.000961052,-0.000964754,0.02164602,0.020681265,,,,
"2017-11-16,四",41.95,3399.25,-0.018116806,-0.004806943,-0.004825459,-0.013291347,-0.018116806,,,,
"2017-11-17,五",41.19,3382.91,0.02403496,0.002805277,0.002816083,0.021218877,0.02403496,,,,
"2017-11-20,一",42.18,3392.4,-0.0056899,0.005335456,0.005356008,-0.011045908,-0.0056899,,,,
"2017-11-21,二",41.94,3410.5,-0.030996662,0.005852514,0.005875058,-0.03687172,-0.030996662,,,,
"2017-11-22,三",40.64,3430.46,-0.056348425,-0.022894889,-0.02298308,-0.033365345,-0.056348425,,,,
"2017-11-23,四",38.35,3351.92,0.001564537,0.000566839,0.000569023,0.000995514,0.001564537,,,,
"2017-11-24,五",38.41,3353.82,-0.027857329,-0.00941911,-0.009455393,-0.018401936,-0.027857329,,,,
"2017-11-27,一",37.34,3322.23,0.01981789,0.00344046,0.003453713,0.016364177,0.01981789,,,,
"2017-11-28,二",38.08,3333.66,-0.008665966,0.001259877,0.00126473,-0.009930696,-0.008665966,,,,
"2017-11-29,三",37.75,3337.86,-0.028874172,-0.00619259,-0.006216444,-0.022657728,-0.028874172,,,,
"2017-11-30,四",36.66,3317.19,0.043371522,0.000129628,0.000130127,0.043241395,0.043371522,,,,
"2017-12-01,五",38.25,3317.62,0,0,0,0,0,,,,