date,-,stock,-,index,*beta,ASR,profit,,,
"2016-12-19,一",6.23,-0.001605136,3118.08,-0.004874795,-0.005740709,0.004135573,-0.001605136,,,
"2016-12-20,二",6.22,0.012861736,3102.88,0.011134817,0.013112705,-0.000250969,0.012861736,,,
"2016-12-21,三",6.3,-0.007936508,3137.43,0.0006789,0.000799493,-0.008736001,-0.007936508,,,
"2016-12-22,四",6.25,-0.0208,3139.56,-0.009367555,-0.011031523,-0.009768477,-0.0208,,,
"2016-12-23,五",6.12,0.014705882,3110.15,0.003993377,0.004702724,0.010003158,0.014705882,,,
"2016-12-26,一",6.21,-0.004830918,3122.57,-0.00253317,-0.002983139,-0.001847779,-0.004830918,,,
"2016-12-27,二",6.18,-0.01618123,3114.66,-0.003987594,-0.004695914,-0.011485315,-0.01618123,,,
"2016-12-28,三",6.08,0,3102.24,-0.001979215,-0.002330785,0.002330785,0,,,
"2016-12-29,四",6.08,0.003289474,3096.1,0.002435322,0.002867911,0.000421563,0.003289474,,,
"2016-12-30,五",6.1,0.02295082,3103.64,0.010400691,0.012248176,0.010702644,0.02295082,,,
"2017-01-03,二",6.24,0.009615385,3135.92,0.007292916,0.008588364,0.001027021,0.009615385,,,
"2017-01-04,三",6.3,0.046031746,3158.79,0.002095739,0.002468007,0.043563739,0.046031746,,,
"2017-01-05,四",6.59,-0.010622155,3165.41,-0.003503496,-0.004125825,-0.00649633,-0.010622155,,,
"2017-01-06,五",6.52,0.033742331,3154.32,0.005364072,0.006316898,0.027425434,0.033742331,,,
"2017-01-09,一",6.74,-0.013353116,3171.24,-0.003017747,-0.003553792,-0.009799323,-0.013353116,,,
"2017-01-10,二",6.65,-0.02556391,3161.67,-0.007881911,-0.009281982,-0.016281928,-0.02556391,,,
"2017-01-11,三",6.48,-0.007716049,3136.75,-0.005566271,-0.006555013,-0.001161036,-0.007716049,,,
"2017-01-12,四",6.43,0.01088647,3119.29,-0.002093425,-0.002465282,0.013351752,0.01088647,,,
"2017-01-13,五",6.5,0,3112.76,-0.00299734,-0.00352976,0.00352976,0,,,
"2017-01-16,一",6.5,0.026153846,3103.43,0.001720677,0.002026322,0.024127524,0.026153846,,,
"2017-01-17,二",6.67,-0.00149925,3108.77,0.001363883,0.001606151,-0.003105402,-0.00149925,,,
"2017-01-18,三",6.66,-0.010510511,3113.01,-0.003761633,-0.004429815,-0.006080695,-0.010510511,,,
"2017-01-19,四",6.59,0.007587253,3101.3,0.007042208,0.008293123,-0.000705869,0.007587253,,,
"2017-01-20,五",6.64,0.016566265,3123.14,0.004364198,0.005139414,0.011426851,0.016566265,,,
"2017-01-23,一",6.75,0.007407407,3136.77,0.00184266,0.002169973,0.005237434,0.007407407,,,
"2017-01-24,二",6.8,-0.002941176,3142.55,0.00222749,0.002623162,-0.005564338,-0.002941176,,,
"2017-01-25,三",6.78,0.014749263,3149.55,0.003054405,0.003596962,0.011152301,0.014749263,,,
"2017-01-26,四",6.88,0,3159.17,-0.006014238,-0.007082553,0.007082553,0,,,
"2017-02-03,五",6.88,0.011627907,3140.17,0.005353213,0.00630411,0.005323797,0.011627907,,,
"2017-02-06,一",6.96,0.030172414,3156.98,-0.00123219,-0.001451065,0.031623479,0.030172414,,,
"2017-02-07,二",7.17,-0.0041841,3153.09,0.004405203,0.005187703,-0.009371803,-0.0041841,,,
"2017-02-08,三",7.14,0.014005602,3166.98,0.005115283,0.006023916,0.007981686,0.014005602,,,
"2017-02-09,四",7.24,0.016574586,3183.18,0.004247325,0.005001782,0.011572804,0.016574586,,,
"2017-02-10,五",7.36,0.004076087,3196.7,0.006300247,0.007419366,-0.003343279,0.004076087,,,
"2017-02-13,一",7.39,0.01082544,3216.84,0.000338842,0.000399031,0.010426409,0.01082544,,,
"2017-02-14,二",7.47,-0.030789826,3217.93,-0.001535148,-0.001807838,-0.028981988,-0.030789826,,,
"2017-02-15,三",7.24,0.008287293,3212.99,0.005175864,0.006095258,0.002192035,0.008287293,,,
"2017-02-16,四",7.3,-0.001369863,3229.62,-0.008527319,-0.010042035,0.008672172,-0.001369863,,,
"2017-02-17,五",7.29,0.001371742,3202.08,0.011829811,0.013931152,-0.01255941,0.001371742,,,
"2017-02-20,一",7.3,0.002739726,3239.96,0.004126594,0.004859605,-0.002119879,0.002739726,,,
"2017-02-21,二",7.32,0.016393443,3253.33,0.002425207,0.002855999,0.013537443,0.016393443,,,
"2017-02-22,三",7.44,0.00672043,3261.22,-0.003017276,-0.003553237,0.010273668,0.00672043,,,
"2017-02-23,四",7.49,-0.010680908,3251.38,0.000630502,0.000742498,-0.011423406,-0.010680908,,,
"2017-02-24,五",7.41,-0.018893387,3253.43,-0.007613503,-0.008965897,-0.00992749,-0.018893387,,,
"2017-02-27,一",7.27,0.004126547,3228.66,0.004048119,0.00476719,-0.000640643,0.004126547,,,
"2017-02-28,二",7.3,0.002739726,3241.73,0.001604082,0.001889016,0.00085071,0.002739726,,,
"2017-03-01,三",7.32,-0.006830601,3246.93,-0.005204917,-0.006129471,-0.00070113,-0.006830601,,,
"2017-03-02,四",7.27,-0.022008253,3230.03,-0.003628449,-0.004272974,-0.017735279,-0.022008253,,,
"2017-03-03,五",7.11,0.025316456,3218.31,0.004834836,0.005693652,0.019622803,0.025316456,,,
"2017-03-06,一",7.29,0.012345679,3233.87,0.002640799,0.003109887,0.009235792,0.012345679,,,
"2017-03-07,二",7.38,0.002710027,3242.41,-0.000539722,-0.000635593,0.00334562,0.002710027,,,
"2017-03-08,三",7.4,-0.004054054,3240.66,-0.007378127,-0.008688711,0.004634657,-0.004054054,,,
"2017-03-09,四",7.37,0.017639077,3216.75,-0.001240382,-0.001460713,0.01909979,0.017639077,,,
"2017-03-10,五",7.5,0.021333333,3212.76,0.00755114,0.008892456,0.012440877,0.021333333,,,
"2017-03-13,一",7.66,0.001305483,3237.02,0.000713619,0.00084038,0.000465103,0.001305483,,,
"2017-03-14,二",7.67,-0.009126467,3239.33,0.000750155,0.000883406,-0.010009873,-0.009126467,,,
"2017-03-15,三",7.6,-0.015789474,3241.76,0.008384334,0.009873652,-0.025663126,-0.015789474,,,
"2017-03-16,四",7.48,0,3268.94,-0.009633092,-0.011344228,0.011344228,0,,,
"2017-03-17,五",7.48,-0.00802139,3237.45,0.004126705,0.004859735,-0.012881126,-0.00802139,,,
"2017-03-20,一",7.42,0.004043127,3250.81,0.003322249,0.003912383,0.000130743,0.004043127,,,
"2017-03-21,二",7.45,0.008053691,3261.61,-0.005025126,-0.005917744,0.013971435,0.008053691,,,
"2017-03-22,三",7.51,-0.003994674,3245.22,0.001026125,0.001208396,-0.00520307,-0.003994674,,,
"2017-03-23,四",7.48,0.017379679,3248.55,0.00643364,0.007576453,0.009803226,0.017379679,,,
"2017-03-24,五",7.61,-0.010512484,3269.45,-0.000761596,-0.000896879,-0.009615605,-0.010512484,,,
"2017-03-27,一",7.53,-0.01062417,3266.96,-0.00428839,-0.005050142,-0.005574028,-0.01062417,,,
"2017-03-28,二",7.45,0.005369128,3252.95,-0.00357829,-0.004213906,0.009583033,0.005369128,,,
"2017-03-29,三",7.49,-0.024032043,3241.31,-0.009585631,-0.011288336,-0.012743707,-0.024032043,,,
"2017-03-30,四",7.31,-0.01504788,3210.24,0.003822144,0.004501075,-0.019548955,-0.01504788,,,
"2017-03-31,五",7.2,0.020833333,3222.51,0.014833158,0.017467987,0.003365347,0.020833333,,,
"2017-04-05,三",7.35,-0.002721088,3270.31,0.003268803,0.003849444,-0.006570532,-0.002721088,,,
"2017-04-06,四",7.33,-0.010914052,3281,0.001712892,0.002017155,-0.012931207,-0.010914052,,,
"2017-04-07,五",7.25,0.00137931,3286.62,-0.005242468,-0.006173693,0.007553003,0.00137931,,,
"2017-04-10,一",7.26,0.011019284,3269.39,0.005988885,0.007052696,0.003966587,0.011019284,,,
"2017-04-11,二",7.34,-0.034059946,3288.97,-0.004603265,-0.005420947,-0.028638998,-0.034059946,,,
"2017-04-12,三",7.09,-0.002820874,3273.83,0.000650614,0.000766183,-0.003587058,-0.002820874,,,
"2017-04-13,四",7.07,-0.022630835,3275.96,-0.009124043,-0.010744756,-0.011886079,-0.022630835,,,
"2017-04-14,五",6.91,-0.01447178,3246.07,-0.007362749,-0.008670602,-0.005801178,-0.01447178,,,
"2017-04-17,一",6.81,0,3222.17,-0.007901507,-0.00930506,0.00930506,0,,,
"2017-04-18,二",6.81,-0.005873715,3196.71,-0.008139619,-0.009585467,0.003711752,-0.005873715,,,
"2017-04-19,三",6.77,0.008862629,3170.69,0.000444698,0.00052369,0.008338939,0.008862629,,,
"2017-04-20,四",6.83,0.011713031,3172.1,0.000331011,0.000389809,0.011323222,0.011713031,,,
"2017-04-21,五",6.91,-0.02894356,3173.15,-0.013746593,-0.016188413,-0.012755147,-0.02894356,,,
"2017-04-24,一",6.71,0.01490313,3129.53,0.001610465,0.001896534,0.013006596,0.01490313,,,
"2017-04-25,二",6.81,0.024963289,3134.57,0.002003465,0.002359342,0.022603947,0.024963289,,,
"2017-04-26,三",6.98,0.008595989,3140.85,0.003610488,0.004251822,0.004344166,0.008595989,,,
"2017-04-27,四",7.04,-0.001420455,3152.19,0.000783582,0.000922771,-0.002343225,-0.001420455,,,
"2017-04-28,五",7.03,-0.001422475,3154.66,-0.003471056,-0.004087623,0.002665147,-0.001422475,,,
"2017-05-02,二",7.02,0.022792023,3143.71,-0.002659278,-0.003131649,0.025923671,0.022792023,,,
"2017-05-03,三",7.18,-0.001392758,3135.35,-0.00254517,-0.002997272,0.001604514,-0.001392758,,,
"2017-05-04,四",7.17,-0.025104603,3127.37,-0.0077797,-0.009161616,-0.015942987,-0.025104603,,,
"2017-05-05,五",6.99,-0.015736767,3103.04,-0.007872925,-0.0092714,-0.006465367,-0.015736767,,,
"2017-05-08,一",6.88,-0.00872093,3078.61,0.000623658,0.000734439,-0.009455369,-0.00872093,,,
"2017-05-09,二",6.82,-0.029325513,3080.53,-0.009004944,-0.010604501,-0.018721012,-0.029325513,,,
"2017-05-10,三",6.62,-0.003021148,3052.79,0.002853128,0.003359932,-0.00638108,-0.003021148,,,
"2017-05-11,四",6.6,0.010606061,3061.5,0.007189286,0.008466326,0.002139734,0.010606061,,,
"2017-05-12,五",6.67,0.004497751,3083.51,0.002179335,0.002566452,0.001931299,0.004497751,,,
"2017-05-15,一",6.7,0.007462687,3090.23,0.00735544,0.008661994,-0.001199307,0.007462687,,,
"2017-05-16,二",6.75,-0.001481481,3112.96,-0.002736945,-0.003223111,0.00174163,-0.001481481,,,
"2017-05-17,三",6.74,-0.00148368,3104.44,-0.004606306,-0.005424529,0.003940849,-0.00148368,,,
"2017-05-18,四",6.73,-0.004457652,3090.14,0.000158569,0.000186736,-0.004644388,-0.004457652,,,
"2017-05-19,五",6.7,0,3090.63,-0.004837201,-0.005696438,0.005696438,0,,,
"2017-05-22,一",6.7,0,3075.68,-0.004464053,-0.005257008,0.005257008,0,,,
"2017-05-23,二",6.7,-0.001492537,3061.95,0.000695635,0.000819201,-0.002311739,-0.001492537,,,
"2017-05-24,三",6.69,0.022421525,3064.08,0.014278348,0.016814625,0.0056069,0.022421525,,,
"2017-05-25,四",6.84,0.010233918,3107.83,0.000717542,0.000845,0.009388918,0.010233918,,,
"2017-05-26,五",6.91,-0.001447178,3110.06,0.002289345,0.002696004,-0.004143182,-0.001447178,,,
"2017-05-31,三",6.9,0.010144928,3117.18,-0.004670888,-0.005500583,0.015645511,0.010144928,,,
"2017-06-01,四",6.97,-0.005738881,3102.62,0.00094114,0.001108316,-0.006847197,-0.005738881,,,
"2017-06-02,五",6.93,-0.007215007,3105.54,-0.004469432,-0.005263342,-0.001951665,-0.007215007,,,
"2017-06-05,一",6.88,-0.004360465,3091.66,0.00338653,0.003988083,-0.008348548,-0.004360465,,,
"2017-06-06,二",6.85,0.017518248,3102.13,0.012310896,0.014497693,0.003020555,0.017518248,,,
"2017-06-07,三",6.97,-0.00143472,3140.32,0.003187573,0.003753785,-0.005188505,-0.00143472,,,
"2017-06-08,四",6.96,0.048850575,3150.33,0.002561636,0.003016662,0.045833912,0.048850575,,,
"2017-06-09,五",7.3,-0.001369863,3158.4,-0.005863728,-0.006905308,0.005535445,-0.001369863,,,
"2017-06-12,一",7.29,0.004115226,3139.88,0.004414181,0.005198277,-0.001083051,0.004115226,,,
"2017-06-13,二",7.32,0.00136612,3153.74,-0.007315124,-0.008614517,0.009980637,0.00136612,,,
"2017-06-14,三",7.33,0.001364256,3130.67,0.000581345,0.00068461,0.000679646,0.001364256,,,
"2017-06-15,四",7.34,-0.010899183,3132.49,-0.002975269,-0.003503769,-0.007395414,-0.010899183,,,
"2017-06-16,五",7.26,0.02892562,3123.17,0.006787975,0.00799373,0.02093189,0.02892562,,,
"2017-06-19,一",7.47,-0.004016064,3144.37,-0.001386605,-0.001632909,-0.002383155,-0.004016064,,,
"2017-06-20,二",7.44,0.001344086,3140.01,0.005159219,0.006075657,-0.00473157,0.001344086,,,
"2017-06-21,三",7.45,0.020134228,3156.21,-0.002775481,-0.003268492,0.02340272,0.020134228,,,
"2017-06-22,四",7.6,0.018421053,3147.45,0.003310617,0.003898685,0.014522368,0.018421053,,,
"2017-06-23,五",7.74,0.071059432,3157.87,0.008730568,0.010281388,0.060778044,0.071059432,,,
"2017-06-26,一",8.29,0.003618818,3185.44,0.001808227,0.002129425,0.001489393,0.003618818,,,
"2017-06-27,二",8.32,-0.021634615,3191.2,-0.005640511,-0.006642441,-0.014992174,-0.021634615,,,
"2017-06-28,三",8.14,0.003685504,3173.2,0.00468297,0.00551481,-0.001829307,0.003685504,,,
"2017-06-29,四",8.17,-0.004895961,3188.06,0.00137074,0.001614225,-0.006510186,-0.004895961,,,
"2017-06-30,五",8.13,-0.007380074,3192.43,0.001090079,0.00128371,-0.008663784,-0.007380074,,,
"2017-07-03,一",8.07,0.003717472,3195.91,-0.004102118,-0.004830781,0.008548253,0.003717472,,,
"2017-07-04,二",8.1,0.012345679,3182.8,0.007644213,0.009002062,0.003343617,0.012345679,,,
"2017-07-05,三",8.2,-0.02804878,3207.13,0.001655686,0.001949787,-0.029998568,-0.02804878,,,
"2017-07-06,四",7.97,0.00250941,3212.44,0.00171832,0.002023547,0.000485863,0.00250941,,,
"2017-07-07,五",7.99,0.038798498,3217.96,-0.001656329,-0.001950544,0.040749042,0.038798498,,,
"2017-07-10,一",8.3,-0.028915663,3212.63,-0.002985093,-0.003515338,-0.025400324,-0.028915663,,,
"2017-07-11,二",8.06,-0.013647643,3203.04,-0.001717119,-0.002022132,-0.01162551,-0.013647643,,,
"2017-07-12,三",7.95,-0.016352201,3197.54,0.006448707,0.007594198,-0.023946399,-0.016352201,,,
"2017-07-13,四",7.82,0.02685422,3218.16,0.001323738,0.001558875,0.025295345,0.02685422,,,
"2017-07-14,五",8.03,-0.0124533,3222.42,-0.014262573,-0.016796048,0.004342748,-0.0124533,,,
"2017-07-17,一",7.93,0.022698613,3176.46,0.003497604,0.004118887,0.018579726,0.022698613,,,
"2017-07-18,二",8.11,0.041923551,3187.57,0.013618524,0.016037597,0.025885955,0.041923551,,,
"2017-07-19,三",8.45,-0.009467456,3230.98,0.00429591,0.005058997,-0.014526453,-0.009467456,,,
"2017-07-20,四",8.37,0.001194743,3244.86,-0.002120276,-0.002496903,0.003691646,0.001194743,,,
"2017-07-21,五",8.38,0.014319809,3237.98,0.003897492,0.004589807,0.009730002,0.014319809,,,
"2017-07-24,一",8.5,-0.001176471,3250.6,-0.002125761,-0.002503363,0.001326892,-0.001176471,,,
"2017-07-25,二",8.49,0.001177856,3243.69,0.001226998,0.00144495,-0.000267094,0.001177856,,,
"2017-07-26,三",8.5,-0.023529412,3247.67,0.000649697,0.000765103,-0.024294515,-0.023529412,,,
"2017-07-27,四",8.3,-0.002409639,3249.78,0.001064687,0.001253809,-0.003663448,-0.002409639,,,
"2017-07-28,五",8.28,0.027777778,3253.24,0.006083166,0.007163725,0.020614053,0.027777778,,,
"2017-07-31,一",8.51,0.022326675,3273.03,0.00599139,0.007055647,0.015271028,0.022326675,,,
"2017-08-01,二",8.7,-0.01954023,3292.64,-0.002302104,-0.002711029,-0.016829201,-0.01954023,,,
"2017-08-02,三",8.53,0.012895662,3285.06,-0.003692474,-0.004348372,0.017244035,0.012895662,,,
"2017-08-03,四",8.64,0.025462963,3272.93,-0.003315072,-0.003903932,0.029366895,0.025462963,,,
"2017-08-04,五",8.86,0.003386005,3262.08,0.005327889,0.006274287,-0.002888283,0.003386005,,,
"2017-08-07,一",8.89,-0.011248594,3279.46,0.000734877,0.000865414,-0.012114008,-0.011248594,,,
"2017-08-08,二",8.79,0.006825939,3281.87,-0.001919637,-0.002260624,0.009086563,0.006825939,,,
"2017-08-09,三",8.85,-0.032768362,3275.57,-0.004219113,-0.004968558,-0.027799803,-0.032768362,,,
"2017-08-10,四",8.56,-0.058411215,3261.75,-0.016313329,-0.019211082,-0.039200133,-0.058411215,,,
"2017-08-11,五",8.06,0.017369727,3208.54,0.008982279,0.01057781,0.006791917,0.017369727,,,
"2017-08-14,一",8.2,-0.006097561,3237.36,0.004293622,0.005056302,-0.011153863,-0.006097561,,,
"2017-08-15,二",8.15,-0.004907975,3251.26,-0.001479426,-0.001742218,-0.003165757,-0.004907975,,,
"2017-08-16,三",8.11,0.012330456,3246.45,0.006770472,0.007973118,0.004357338,0.012330456,,,
"2017-08-17,四",8.21,-0.00365408,3268.43,8.87276E-05,0.000104488,-0.003758569,-0.00365408,,,
"2017-08-18,五",8.18,0.014669927,3268.72,0.005564869,0.006553363,0.008116564,0.014669927,,,
"2017-08-21,一",8.3,-0.001204819,3286.91,0.001010067,0.001189486,-0.002394306,-0.001204819,,,
"2017-08-22,二",8.29,-0.02291918,3290.23,-0.000768943,-0.000905531,-0.022013648,-0.02291918,,,
"2017-08-23,三",8.1,0,3287.7,-0.004924415,-0.005799144,0.005799144,0,,,
"2017-08-24,四",8.1,0.019753086,3271.51,0.018343212,0.021601535,-0.001848448,0.019753086,,,
"2017-08-25,五",8.26,0.026634383,3331.52,0.009344083,0.011003882,0.015630501,0.026634383,,,
"2017-08-28,一",8.48,0.002358491,3362.65,0.000767252,0.00090354,0.001454951,0.002358491,,,
"2017-08-29,二",8.5,-0.052941176,3365.23,-0.00047545,-0.000559905,-0.052381271,-0.052941176,,,
"2017-08-30,三",8.05,-0.027329193,3363.63,-0.00083838,-0.000987302,-0.02634189,-0.027329193,,,
"2017-08-31,四",7.83,-0.006385696,3360.81,0.001877524,0.00221103,-0.008596726,-0.006385696,,,
"2017-09-01,五",7.78,-0.002570694,3367.12,0.003700492,0.004357814,-0.006928508,-0.002570694,,,
"2017-09-04,一",7.76,0.003865979,3379.58,0.001402541,0.001651676,0.002214303,0.003865979,,,
"2017-09-05,二",7.79,-0.001283697,3384.32,0.000316164,0.000372324,-0.001656022,-0.001283697,,,
"2017-09-06,三",7.78,0.006426735,3385.39,-0.005875246,-0.006918872,0.013345607,0.006426735,,,
"2017-09-07,四",7.83,-0.003831418,3365.5,-7.72545E-05,-9.09773E-05,-0.00374044,-0.003831418,,,
"2017-09-08,五",7.8,-0.012820513,3365.24,0.0033222,0.003912326,-0.016732838,-0.012820513,,,
"2017-09-11,一",7.7,-0.006493506,3376.42,0.000909247,0.001070758,-0.007564264,-0.006493506,,,
"2017-09-12,二",7.65,0.019607843,3379.49,0.001378906,0.001623843,0.017984,0.019607843,,,
"2017-09-13,三",7.8,-0.006410256,3384.15,-0.003758699,-0.00442636,-0.001983896,-0.006410256,,,
"2017-09-14,四",7.75,-0.007741935,3371.43,-0.005282625,-0.006220983,-0.001520953,-0.007741935,,,
"2017-09-15,五",7.69,0.014304291,3353.62,0.002755232,0.003244646,0.011059645,0.014304291,,,
"2017-09-18,一",7.8,-0.006410256,3362.86,-0.001790143,-0.002108128,-0.004302129,-0.006410256,,,
"2017-09-19,二",7.75,-0.003870968,3356.84,0.002728757,0.003213469,-0.007084436,-0.003870968,,,
"2017-09-20,三",7.72,-0.011658031,3366,-0.002433155,-0.002865359,-0.008792672,-0.011658031,,,
"2017-09-21,四",7.63,-0.022280472,3357.81,-0.001572453,-0.00185177,-0.020428702,-0.022280472,,,
"2017-09-22,五",7.46,-0.018766756,3352.53,-0.003275138,-0.003856905,-0.014909851,-0.018766756,,,
"2017-09-25,一",7.32,0.004098361,3341.55,0.000607503,0.000715414,0.003382947,0.004098361,,,
"2017-09-26,二",7.35,0.027210884,3343.58,0.000505446,0.000595229,0.026615655,0.027210884,,,
"2017-09-27,三",7.55,-0.009271523,3345.27,-0.001682973,-0.001981921,-0.007289602,-0.009271523,,,
"2017-09-28,四",7.48,0.022727273,3339.64,0.002784731,0.003279386,0.019447887,0.022727273,,,
"2017-09-29,五",7.65,0.015686275,3348.94,0.007596433,0.008945796,0.006740479,0.015686275,,,
"2017-10-09,一",7.77,0.002574003,3374.38,0.00255158,0.00300482,-0.000430817,0.002574003,,,
"2017-10-10,二",7.79,-0.003851091,3382.99,0.001563705,0.001841468,-0.005692559,-0.003851091,,,
"2017-10-11,三",7.76,0.006443299,3388.28,-0.000643394,-0.000757681,0.00720098,0.006443299,,,
"2017-10-12,四",7.81,0.011523688,3386.1,0.001305337,0.001537205,0.009986483,0.011523688,,,
"2017-10-13,五",7.9,-0.003797468,3390.52,-0.003554027,-0.004185333,0.000387864,-0.003797468,,,
"2017-10-16,一",7.87,0.005082592,3378.47,-0.001903228,-0.002241301,0.007323893,0.005082592,,,
"2017-10-17,二",7.91,0.007585335,3372.04,0.002891425,0.003405031,0.004180304,0.007585335,,,
"2017-10-18,三",7.97,-0.020075282,3381.79,-0.00343605,-0.004046399,-0.016028883,-0.020075282,,,
"2017-10-19,四",7.81,0.007682458,3370.17,0.002516194,0.002963148,0.004719311,0.007682458,,,
"2017-10-20,五",7.87,-0.00635324,3378.65,0.000606751,0.000714529,-0.007067769,-0.00635324,,,
"2017-10-23,一",7.82,0.007672634,3380.7,0.002233265,0.002629962,0.005042672,0.007672634,,,
"2017-10-24,二",7.88,0.034263959,3388.25,0.00255294,0.003006422,0.031257538,0.034263959,,,
"2017-10-25,三",8.15,0.020858896,3396.9,0.003141099,0.003699056,0.01715984,0.020858896,,,
"2017-10-26,四",8.32,-0.010817308,3407.57,0.00271161,0.003193276,-0.014010583,-0.010817308,,,
"2017-10-27,五",8.23,0.004860267,3416.81,-0.007746992,-0.009123098,0.013983365,0.004860267,,,
"2017-10-30,一",8.27,-0.008464329,3390.34,0.000884867,0.001042047,-0.009506376,-0.008464329,,,
"2017-10-31,二",8.2,-0.002439024,3393.34,0.000757366,0.000891898,-0.003330922,-0.002439024,,,
"2017-11-01,三",8.18,-0.041564792,3395.91,-0.003710346,-0.004369418,-0.037195374,-0.041564792,,,
"2017-11-02,四",7.84,0.00255102,3383.31,-0.003419728,-0.004027178,0.006578198,0.00255102,,,
"2017-11-03,五",7.86,-0.007633588,3371.74,0.004872855,0.005738425,-0.013372013,-0.007633588,,,
"2017-11-06,一",7.8,0.011538462,3388.17,0.007496672,0.008828314,0.002710148,0.011538462,,,
"2017-11-07,二",7.89,0.019011407,3413.57,0.000553673,0.000652022,0.018359385,0.019011407,,,
"2017-11-08,三",8.04,0.006218905,3415.46,0.003610055,0.004251313,0.001967592,0.006218905,,,
"2017-11-09,四",8.09,0.051915946,3427.79,0.001423658,0.001676544,0.050239402,0.051915946,,,
"2017-11-10,五",8.51,0.022326675,3432.67,0.0044193,0.005204305,0.017122369,0.022326675,,,
"2017-11-13,一",8.7,-0.013793103,3447.84,-0.005304771,-0.006247062,-0.007546041,-0.013793103,,,
"2017-11-14,二",8.58,-0.026806527,3429.55,-0.0078815,-0.009281499,-0.017525028,-0.026806527,,,
"2017-11-15,三",8.35,0.008383234,3402.52,-0.000961052,-0.001131765,0.009514999,0.008383234,,,
"2017-11-16,四",8.42,0.033254157,3399.25,-0.004806943,-0.005660805,0.038914962,0.033254157,,,
"2017-11-17,五",8.7,0.018390805,3382.91,0.002805277,0.003303581,0.015087223,0.018390805,,,
"2017-11-20,一",8.86,0.014672686,3392.4,0.005335456,0.006283198,0.008389488,0.014672686,,,
"2017-11-21,二",8.99,-0.032258065,3410.5,0.005852514,0.006892102,-0.039150167,-0.032258065,,,
"2017-11-22,三",8.7,-0.01954023,3430.46,-0.022894889,-0.026961731,0.007421501,-0.01954023,,,
"2017-11-23,四",8.53,-0.010550996,3351.92,0.000566839,0.000667528,-0.011218524,-0.010550996,,,
"2017-11-24,五",8.44,-0.018957346,3353.82,-0.00941911,-0.011092236,-0.00786511,-0.018957346,,,
"2017-11-27,一",8.28,0.020531401,3322.23,0.00344046,0.004051593,0.016479808,0.020531401,,,
"2017-11-28,二",8.45,0.079289941,3333.66,0.001259877,0.00148367,0.077806271,0.079289941,,,
"2017-11-29,三",9.12,-0.012061404,3337.86,-0.00619259,-0.007292586,-0.004768817,-0.012061404,,,
"2017-11-30,四",9.01,0.006659267,3317.19,0.000129628,0.000152654,0.006506614,0.006659267,,,
"2017-12-01,五",9.07,0,3317.62,-1,0,0,0,,,