date,.,.,stock,index,*beta,ASR,profit,,,
"2016-01-04,一",9.2,3296.26,-0.001086957,-0.002593849,-0.002538893,0.001451936,-0.001086957,,,
"2016-01-05,二",9.19,3287.71,0.026115343,0.022547609,0.022069893,0.00404545,0.026115343,,,
"2016-01-06,三",9.43,3361.84,-0.062566278,-0.070449516,-0.068956902,0.006390624,-0.062566278,,,
"2016-01-07,四",8.84,3125,0.028280543,0.0196512,0.01923485,0.009045693,0.028280543,,,0.978813107
"2016-01-08,五",9.09,3186.41,-0.04510451,-0.053260566,-0.052132134,0.007027624,-0.04510451,,,
"2016-01-11,一",8.68,3016.7,-0.008064516,0.002041966,0.001998703,-0.010063219,-0.008064516,,,
"2016-01-12,二",8.61,3022.86,-0.042973287,-0.024235327,-0.023721853,-0.019251434,-0.042973287,,,
"2016-01-13,三",8.24,2949.6,0.019417476,0.019680635,0.019263661,0.000153815,0.019417476,,,
"2016-01-14,四",8.4,3007.65,-0.035714286,-0.035469553,-0.034718059,-0.000996226,-0.035714286,,,
"2016-01-15,五",8.1,2900.97,0.008641975,0.004436447,0.004342452,0.004299523,0.008641975,,,
"2016-01-18,一",8.17,2913.84,0.031823745,0.032225517,0.031542755,0.000280991,0.031823745,,,
"2016-01-19,二",8.43,3007.74,-0.021352313,-0.010323366,-0.010104645,-0.011247669,-0.021352313,,,
"2016-01-20,三",8.25,2976.69,-0.025454545,-0.032321135,-0.031636347,0.006181802,-0.025454545,,,
"2016-01-21,四",8.04,2880.48,0.023631841,0.01252569,0.012260308,0.011371532,0.023631841,,,
"2016-01-22,五",8.23,2916.56,0.013365735,0.00752599,0.007366536,0.005999199,0.013365735,,,
"2016-01-25,一",8.34,2938.51,-0.081534772,-0.064223025,-0.062862331,-0.018672441,-0.081534772,,,
"2016-01-26,二",7.66,2749.79,0.009138381,-0.005174941,-0.005065299,0.01420368,0.009138381,,,
"2016-01-27,三",7.73,2735.56,-0.032341527,-0.029207914,-0.028589085,-0.003752441,-0.032341527,,,
"2016-01-28,四",7.48,2655.66,0.038770053,0.030854853,0.030201132,0.008568922,0.038770053,,,
"2016-01-29,五",7.77,2737.6,-0.012870013,-0.017807569,-0.01743028,0.004560267,-0.012870013,,,
"2016-02-01,一",7.67,2688.85,0.016949153,0.022582145,0.022103697,-0.005154544,0.016949153,,,
"2016-02-02,二",7.8,2749.57,-0.008974359,-0.003753314,-0.003673793,-0.005300566,-0.008974359,,,
"2016-02-03,三",7.73,2739.25,0.038809832,0.015248699,0.014925625,0.023884207,0.038809832,,,
"2016-02-04,四",8.03,2781.02,-0.02366127,-0.006303443,-0.006169892,-0.017491379,-0.02366127,,,
"2016-02-05,五",7.84,2763.49,-0.011479592,-0.006256581,-0.006124023,-0.005355569,-0.011479592,,,
"2016-02-15,一",7.75,2746.2,0.091612903,0.03290729,0.032210083,0.05940282,0.091612903,,,
"2016-02-16,二",8.46,2836.57,0,0.010847608,0.01061778,-0.01061778,0,,,
"2016-02-17,三",8.46,2867.34,-0.01536643,-0.001551961,-0.00151908,-0.013847351,-0.01536643,,,
"2016-02-18,四",8.33,2862.89,0.019207683,-0.001002484,-0.000981244,0.020188927,0.019207683,,,
"2016-02-19,五",8.49,2860.02,-0.001177856,0.023482353,0.022984833,-0.024162689,-0.001177856,,,
"2016-02-22,一",8.48,2927.18,-0.028301887,-0.008147774,-0.007975147,-0.02032674,-0.028301887,,,
"2016-02-23,二",8.24,2903.33,-0.001213592,0.008807128,0.008620532,-0.009834124,-0.001213592,,,
"2016-02-24,三",8.23,2928.9,-0.070473876,-0.064068422,-0.062711004,-0.007762872,-0.070473876,,,
"2016-02-25,四",7.65,2741.25,0.047058824,0.009470132,0.009269489,0.037789335,0.047058824,,,
"2016-02-26,五",8.01,2767.21,-0.007490637,-0.028631727,-0.028025106,0.020534469,-0.007490637,,,
"2016-02-29,一",7.95,2687.98,0.025157233,0.016811881,0.016455688,0.008701545,0.025157233,,,
"2016-03-01,二",8.15,2733.17,0.023312883,0.042628157,0.041724994,-0.018412111,0.023312883,,,
"2016-03-02,三",8.34,2849.68,-0.009592326,0.003537239,0.003462296,-0.013054622,-0.009592326,,,
"2016-03-03,四",8.26,2859.76,-0.030266344,0.005031891,0.00492528,-0.035191624,-0.030266344,,,
"2016-03-04,五",8.01,2874.15,0.004993758,0.008068472,0.007897526,-0.002903768,0.004993758,,,
"2016-03-07,一",8.05,2897.34,0.004968944,0.001397834,0.001368218,0.003600726,0.004968944,,,
"2016-03-08,二",8.09,2901.39,-0.012360939,-0.01338324,-0.01309969,0.00073875,-0.012360939,,,
"2016-03-09,三",7.99,2862.56,-0.006257822,-0.020202197,-0.019774173,0.01351635,-0.006257822,,,
"2016-03-10,四",7.94,2804.73,0.006297229,0.001989496,0.001947345,0.004349884,0.006297229,,,
"2016-03-11,五",7.99,2810.31,0.017521902,0.017503407,0.017132562,0.00038934,0.017521902,,,
"2016-03-14,一",8.13,2859.5,0.017220172,0.001703095,0.001667011,0.015553161,0.017220172,,,
"2016-03-15,二",8.27,2864.37,-0.014510278,0.002115648,0.002070824,-0.016581102,-0.014510278,,,
"2016-03-16,三",8.15,2870.43,0.02208589,0.011984267,0.011730356,0.010355533,0.02208589,,,
"2016-03-17,四",8.33,2904.83,0.025210084,0.017322873,0.016955853,0.008254231,0.025210084,,,
"2016-03-18,五",8.54,2955.15,0.012880562,0.02153867,0.02108233,-0.008201768,0.012880562,,,
"2016-03-21,一",8.65,3018.8,-0.012716763,-0.006439645,-0.006303208,-0.006413555,-0.012716763,,,
"2016-03-22,二",8.54,2999.36,0.014051522,0.003534087,0.003459211,0.010592312,0.014051522,,,
"2016-03-23,三",8.66,3009.96,0,-0.016275964,-0.015931125,0.015931125,0,,,
"2016-03-24,四",8.66,2960.97,0.024249423,0.006234443,0.006102354,0.018147068,0.024249423,,,
"2016-03-25,五",8.87,2979.43,0.016910936,-0.007253065,-0.007099394,0.02401033,0.016910936,,,
"2016-03-28,一",9.02,2957.82,-0.022172949,-0.012843919,-0.012571795,-0.009601154,-0.022172949,,,
"2016-03-29,二",8.82,2919.83,0.020408163,0.027676269,0.027089892,-0.006681728,0.020408163,,,
"2016-03-30,三",9,3000.64,-0.005555556,0.0010931,0.001069941,-0.006625496,-0.005555556,,,
"2016-03-31,四",8.95,3003.92,-0.013407821,0.00186756,0.001827992,-0.015235813,-0.013407821,,,
"2016-04-01,五",8.83,3009.53,0.00792752,0.014467375,0.014160855,-0.006233335,0.00792752,,,
"2016-04-05,二",8.9,3053.07,-0.003370787,-0.000812297,-0.000795087,-0.0025757,-0.003370787,,,
"2016-04-06,三",8.87,3050.59,-0.02367531,-0.013823555,-0.013530676,-0.010144634,-0.02367531,,,
"2016-04-07,四",8.66,3008.42,-0.012702079,-0.007798113,-0.007632895,-0.005069184,-0.012702079,,,
"2016-04-08,五",8.55,2984.96,0.030409357,0.01641563,0.016067832,0.014341524,0.030409357,,,
"2016-04-11,一",8.81,3033.96,-0.01816118,-0.003398199,-0.003326201,-0.014834979,-0.01816118,,,
"2016-04-12,二",8.65,3023.65,0.01849711,0.014217915,0.01391668,0.004580429,0.01849711,,,
"2016-04-13,三",8.81,3066.64,-0.002270148,0.005126132,0.005017524,-0.007287672,-0.002270148,,,
"2016-04-14,四",8.79,3082.36,0.001137656,-0.001375569,-0.001346425,0.002484082,0.001137656,,,
"2016-04-15,五",8.8,3078.12,-0.004545455,-0.014443881,-0.014137859,0.009592404,-0.004545455,,,
"2016-04-18,一",8.76,3033.66,0,0.003019455,0.002955482,-0.002955482,0,,,
"2016-04-19,二",8.76,3042.82,-0.043378995,-0.02308385,-0.022594772,-0.020784223,-0.043378995,,,
"2016-04-20,三",8.38,2972.58,-0.00477327,-0.006623876,-0.006483536,0.001710266,-0.00477327,,,
"2016-04-21,四",8.34,2952.89,0.005995204,0.002150436,0.002104874,0.003890329,0.005995204,,,
"2016-04-22,五",8.39,2959.24,-0.010727056,-0.004247712,-0.004157716,-0.00656934,-0.010727056,,,
"2016-04-25,一",8.3,2946.67,0.006024096,0.006118771,0.005989133,3.49634E-05,0.006024096,,,
"2016-04-26,二",8.35,2964.7,-0.010778443,-0.003720444,-0.003641619,-0.007136824,-0.010778443,,,
"2016-04-27,三",8.26,2953.67,0.00968523,-0.00273558,-0.002677621,0.012362851,0.00968523,,,
"2016-04-28,四",8.34,2945.59,0.021582734,-0.002468096,-0.002415805,0.023998539,0.021582734,,,
"2016-04-29,五",8.52,2938.32,0.036384977,0.018486754,0.018095075,0.018289901,0.036384977,,,
"2016-05-03,二",8.83,2992.64,-0.011325028,-0.00045779,-0.000448091,-0.010876938,-0.011325028,,,
"2016-05-04,三",8.73,2991.27,0,0.002196391,0.002149857,-0.002149857,0,,,
"2016-05-05,四",8.73,2997.84,-0.030927835,-0.028216983,-0.02761915,-0.003308685,-0.030927835,,,
"2016-05-06,五",8.46,2913.25,-0.009456265,-0.027852055,-0.027261954,0.017805689,-0.009456265,,,
"2016-05-09,一",8.38,2832.11,0.003579952,0.000169485,0.000165894,0.003414058,0.003579952,,,
"2016-05-10,二",8.41,2832.59,0.007134364,0.001571,0.001537716,0.005596648,0.007134364,,,
"2016-05-11,三",8.47,2837.04,-0.011806375,-0.000415926,-0.000407114,-0.011399261,-0.011806375,,,
"2016-05-12,四",8.37,2835.86,-0.003584229,-0.003085484,-0.003020112,-0.000564118,-0.003584229,,,
"2016-05-13,五",8.34,2827.11,0.004796163,0.008400805,0.008222817,-0.003426654,0.004796163,,,
"2016-05-16,一",8.38,2850.86,-0.008353222,-0.002518538,-0.002465178,-0.005888044,-0.008353222,,,
"2016-05-17,二",8.31,2843.68,0.001203369,-0.012719434,-0.012449947,0.013653317,0.001203369,,,
"2016-05-18,三",8.32,2807.51,-0.007211538,-0.000213713,-0.000209185,-0.007002354,-0.007211538,,,
"2016-05-19,四",8.26,2806.91,0.002421308,0.006615816,0.006475647,-0.004054339,0.002421308,,,
"2016-05-20,五",8.28,2825.48,0.007246377,0.006430766,0.006294517,0.00095186,0.007246377,,,
"2016-05-23,一",8.34,2843.65,-0.005995204,-0.007729503,-0.007565738,0.001570534,-0.005995204,,,
"2016-05-24,二",8.29,2821.67,-0.002412545,-0.002331952,-0.002282545,-0.00013,-0.002412545,,,
"2016-05-25,三",8.27,2815.09,-0.00241838,0.002610929,0.002555611,-0.004973991,-0.00241838,,,
"2016-05-26,四",8.25,2822.44,-0.001212121,-0.000492482,-0.000482047,-0.000730074,-0.001212121,,,
"2016-05-27,五",8.24,2821.05,0.018203883,0.000496269,0.000485755,0.017718129,0.018203883,,,
"2016-05-30,一",8.39,2822.45,0.030989273,0.03336463,0.032657734,-0.001668461,0.030989273,,,
"2016-05-31,二",8.65,2916.62,-0.002312139,-0.001066303,-0.001043711,-0.001268428,-0.002312139,,,
"2016-06-01,三",8.63,2913.51,0.006952491,0.004022639,0.003937412,0.00301508,0.006952491,,,
"2016-06-02,四",8.69,2925.23,-0.507479862,0.004597929,0.004500513,-0.511980375,-0.507479862,,,
"2016-06-03,五",4.28,2938.68,-0.018691589,-0.001558523,-0.001525502,-0.017166086,-0.018691589,,,
"2016-06-06,一",4.2,2934.1,0.002380952,0.000661191,0.000647182,0.00173377,0.002380952,,,
"2016-06-07,二",4.21,2936.04,-0.007125891,-0.003024482,-0.002960402,-0.004165488,-0.007125891,,,
"2016-06-08,三",4.18,2927.16,-0.031100478,-0.032143784,-0.031462754,0.000362276,-0.031100478,,,
"2016-06-13,一",4.05,2833.07,-0.002469136,0.003219123,0.003150919,-0.005620055,-0.002469136,,,
"2016-06-14,二",4.04,2842.19,0.014851485,0.015839898,0.015504298,-0.000652813,0.014851485,,,
"2016-06-15,三",4.1,2887.21,-0.012195122,-0.00498405,-0.004878453,-0.007316669,-0.012195122,,,
"2016-06-16,四",4.05,2872.82,0,0.004278026,0.004187388,-0.004187388,0,,,
"2016-06-17,五",4.05,2885.11,-0.004938272,0.001282447,0.001255276,-0.006193547,-0.004938272,,,
"2016-06-20,一",4.03,2888.81,-0.00248139,-0.003548174,-0.003472999,0.000991609,-0.00248139,,,
"2016-06-21,二",4.02,2878.56,0.002487562,0.009376216,0.009177562,-0.00669,0.002487562,,,
"2016-06-22,三",4.03,2905.55,0.00248139,-0.004677256,-0.004578159,0.007059548,0.00248139,,,
"2016-06-23,四",4.04,2891.96,0.002475248,-0.013025768,-0.012749791,0.015225039,0.002475248,,,
"2016-06-24,五",4.05,2854.29,0.004938272,0.014507986,0.014200606,-0.009262334,0.004938272,,,
"2016-06-27,一",4.07,2895.7,0.024570025,0.005822426,0.005699067,0.018870958,0.024570025,,,
"2016-06-28,二",4.17,2912.56,-0.007194245,0.006533771,0.00639534,-0.013589585,-0.007194245,,,
"2016-06-29,三",4.14,2931.59,-0.002415459,-0.000675401,-0.000661092,-0.001754367,-0.002415459,,,
"2016-06-30,四",4.13,2929.61,-0.002421308,0.000979653,0.000958897,-0.003380204,-0.002421308,,,
"2016-07-01,五",4.12,2932.48,0.014563107,0.019137385,0.018731922,-0.004168815,0.014563107,,,
"2016-07-04,一",4.18,2988.6,0,0.00595262,0.005826502,-0.005826502,0,,,
"2016-07-05,二",4.18,3006.39,-0.002392344,0.003625611,0.003548795,-0.005941139,-0.002392344,,,
"2016-07-06,三",4.17,3017.29,0.057553957,-0.000145826,-0.000142737,0.057696693,0.057553957,,,
"2016-07-07,四",4.41,3016.85,-0.01814059,-0.009533122,-0.009331144,-0.008809446,-0.01814059,,,
"2016-07-08,五",4.33,2988.09,0,0.002285741,0.002237313,-0.002237313,0,,,
"2016-07-11,一",4.33,2994.92,0.020785219,0.018184125,0.017798858,0.002986361,0.020785219,,,
"2016-07-12,二",4.42,3049.38,0.013574661,0.003708951,0.003630369,0.009944291,0.013574661,,,
"2016-07-13,三",4.48,3060.69,-0.004464286,-0.002179247,-0.002133075,-0.00233121,-0.004464286,,,
"2016-07-14,四",4.46,3054.02,-0.004484305,9.16824E-05,8.974E-05,-0.004574045,-0.004484305,,,
"2016-07-15,五",4.44,3054.3,0.002252252,-0.003516354,-0.003441853,0.005694105,0.002252252,,,
"2016-07-18,一",4.45,3043.56,0.004494382,-0.002286796,-0.002238345,0.006732727,0.004494382,,,
"2016-07-19,二",4.47,3036.6,0.013422819,-0.002865046,-0.002804345,0.016227163,0.013422819,,,
"2016-07-20,三",4.53,3027.9,-0.006622517,0.00366921,0.00359147,-0.010213987,-0.006622517,,,
"2016-07-21,四",4.5,3039.01,-0.033333333,-0.008617938,-0.00843535,-0.024897984,-0.033333333,,,
"2016-07-22,五",4.35,3012.82,0.004597701,0.000999064,0.000977897,0.003619804,0.004597701,,,
"2016-07-25,一",4.37,3015.83,0.009153318,0.011386583,0.011145336,-0.001992018,0.009153318,,,
"2016-07-26,二",4.41,3050.17,-0.002267574,-0.019071068,-0.018667009,0.016399436,-0.002267574,,,
"2016-07-27,三",4.4,2992,0.029545455,0.000775401,0.000758973,0.028786482,0.029545455,,,
"2016-07-28,四",4.53,2994.32,0.030905077,-0.005002805,-0.004896811,0.035801888,0.030905077,,,
"2016-07-29,五",4.67,2979.34,-0.014989293,-0.008709983,-0.008525444,-0.006463849,-0.014989293,,,
"2016-08-01,一",4.6,2953.39,-0.006521739,0.006057446,0.005929107,-0.012450846,-0.006521739,,,
"2016-08-02,二",4.57,2971.28,0,0.002416467,0.002365269,-0.002365269,0,,,
"2016-08-03,三",4.57,2978.46,0.002188184,0.001332904,0.001304663,0.00088352,0.002188184,,,
"2016-08-04,四",4.58,2982.43,-0.017467249,-0.001921252,-0.001880547,-0.015586702,-0.017467249,,,
"2016-08-05,五",4.5,2976.7,0.002222222,0.009265294,0.00906899,-0.006846768,0.002222222,,,
"2016-08-08,一",4.51,3004.28,0.006651885,0.007123171,0.006972252,-0.000320368,0.006651885,,,
"2016-08-09,二",4.54,3025.68,-0.008810573,-0.002290394,-0.002241868,-0.006568705,-0.008810573,,,
"2016-08-10,三",4.5,3018.75,0.017777778,-0.005336646,-0.005223578,0.023001356,0.017777778,,,
"2016-08-11,四",4.58,3002.64,0.050218341,0.015995924,0.015657018,0.034561323,0.050218341,,,
"2016-08-12,五",4.81,3050.67,0.006237006,0.024430699,0.023913086,-0.017676079,0.006237006,,,
"2016-08-15,一",4.84,3125.2,-0.012396694,-0.00485089,-0.004748114,-0.00764858,-0.012396694,,,
"2016-08-16,二",4.78,3110.04,0.00209205,-0.000154339,-0.000151069,0.002243119,0.00209205,,,
"2016-08-17,三",4.79,3109.56,-0.004175365,-0.00175266,-0.001715526,-0.002459839,-0.004175365,,,
"2016-08-18,四",4.77,3104.11,-0.006289308,0.001285393,0.001258159,-0.007547467,-0.006289308,,,
"2016-08-19,五",4.74,3108.1,-0.012658228,-0.007493324,-0.007334563,-0.005323665,-0.012658228,,,
"2016-08-22,一",4.68,3084.81,0.027777778,0.001588428,0.001554774,0.026223003,0.027777778,,,
"2016-08-23,二",4.81,3089.71,-0.012474012,-0.001239599,-0.001213335,-0.011260677,-0.012474012,,,
"2016-08-24,三",4.75,3085.88,-0.006315789,-0.005687195,-0.0055667,-0.000749089,-0.006315789,,,
"2016-08-25,四",4.72,3068.33,-0.012711864,0.000645302,0.00063163,-0.013343495,-0.012711864,,,
"2016-08-26,五",4.66,3070.31,0,-9.1196E-05,-8.92638E-05,8.92638E-05,0,,,
"2016-08-29,一",4.66,3070.03,0,0.001514643,0.001482552,-0.001482552,0,,,
"2016-08-30,二",4.66,3074.68,0.006437768,0.003515813,0.003441323,0.002996445,0.006437768,,,
"2016-08-31,三",4.69,3085.49,-0.010660981,-0.007188485,-0.007036183,-0.003624798,-0.010660981,,,
"2016-09-01,四",4.64,3063.31,-0.012931034,0.001318835,0.001290893,-0.014221927,-0.012931034,,,
"2016-09-02,五",4.58,3067.35,0.004366812,0.001548568,0.001515758,0.002851054,0.004366812,,,
"2016-09-05,一",4.6,3072.1,0.004347826,0.006057746,0.0059294,-0.001581574,0.004347826,,,
"2016-09-06,二",4.62,3090.71,-0.004329004,0.000394731,0.000386368,-0.004715372,-0.004329004,,,
"2016-09-07,三",4.6,3091.93,-0.002173913,0.001300159,0.001272612,-0.003446525,-0.002173913,,,
"2016-09-08,四",4.59,3095.95,-0.015250545,-0.005520115,-0.00540316,-0.009847384,-0.015250545,,,
"2016-09-09,五",4.52,3078.86,-0.004424779,-0.01847437,-0.018082954,0.013658175,-0.004424779,,,
"2016-09-12,一",4.5,3021.98,0.006666667,0.000506291,0.000495564,0.006171103,0.006666667,,,
"2016-09-13,二",4.53,3023.51,0,-0.006833118,-0.006688345,0.006688345,0,,,
"2016-09-14,三",4.53,3002.85,0.008830022,0.007725994,0.007562303,0.001267719,0.008830022,,,
"2016-09-19,一",4.57,3026.05,0.002188184,-0.001007915,-0.00098656,0.003174744,0.002188184,,,
"2016-09-20,二",4.58,3023,0,0.000949388,0.000929273,-0.000929273,0,,,
"2016-09-21,三",4.58,3025.87,0,0.005433148,0.005318036,-0.005318036,0,,,
"2016-09-22,四",4.58,3042.31,0.010917031,-0.002764347,-0.002705779,0.013622809,0.010917031,,,
"2016-09-23,五",4.63,3033.9,-0.036717063,-0.01762418,-0.017250777,-0.019466286,-0.036717063,,,
"2016-09-26,一",4.46,2980.43,0.006726457,0.005952161,0.005826053,0.000900405,0.006726457,,,
"2016-09-27,二",4.49,2998.17,-0.004454343,-0.003438764,-0.003365907,-0.001088436,-0.004454343,,,
"2016-09-28,三",4.47,2987.86,-0.002237136,0.003554383,0.003479077,-0.005716213,-0.002237136,,,
"2016-09-29,四",4.46,2998.48,0,0.002074384,0.002030434,-0.002030434,0,,,
"2016-09-30,五",4.46,3004.7,0.011210762,0.01445735,0.014151042,-0.00294028,0.011210762,,,
"2016-10-10,一",4.51,3048.14,0.00886918,0.005613259,0.005494331,0.003374848,0.00886918,,,
"2016-10-11,二",4.55,3065.25,-0.002197802,-0.002202104,-0.002155448,-4.23539E-05,-0.002197802,,,
"2016-10-12,三",4.54,3058.5,0.002202643,0.000931829,0.000912087,0.001290557,0.002202643,,,
"2016-10-13,四",4.55,3061.35,-0.006593407,0.000803567,0.000786542,-0.007379948,-0.006593407,,,
"2016-10-14,五",4.52,3063.81,-0.008849558,-0.007389492,-0.007232931,-0.001616627,-0.008849558,,,
"2016-10-17,一",4.48,3041.17,0.008928571,0.014043937,0.013746388,-0.004817817,0.008928571,,,
"2016-10-18,二",4.52,3083.88,-0.006637168,0.000272384,0.000266613,-0.006903781,-0.006637168,,,
"2016-10-19,三",4.49,3084.72,0,-8.42864E-05,-8.25006E-05,8.25006E-05,0,,,
"2016-10-20,四",4.49,3084.46,-0.008908686,0.002100854,0.002056343,-0.010965029,-0.008908686,,,
"2016-10-21,五",4.45,3090.94,0.011235955,0.012070762,0.011815018,-0.000579063,0.011235955,,,
"2016-10-24,一",4.5,3128.25,-0.002222222,0.001179573,0.001154582,-0.003376804,-0.002222222,,,
"2016-10-25,二",4.49,3131.94,-0.006681514,-0.004990517,-0.004884783,-0.001796732,-0.006681514,,,
"2016-10-26,三",4.46,3116.31,0,-0.001270734,-0.001243811,0.001243811,0,,,
"2016-10-27,四",4.46,3112.35,0.006726457,-0.002596109,-0.002541105,0.009267563,0.006726457,,,
"2016-10-28,五",4.49,3104.27,0,-0.001217678,-0.001191879,0.001191879,0,,,
"2016-10-31,一",4.49,3100.49,0.006681514,0.007079526,0.006929532,-0.000248018,0.006681514,,,
"2016-11-01,二",4.52,3122.44,-0.008849558,-0.006312371,-0.006178631,-0.002670927,-0.008849558,,,
"2016-11-02,三",4.48,3102.73,0.004464286,0.0084474,0.008268424,-0.003804139,0.004464286,,,
"2016-11-03,四",4.5,3128.94,-0.006666667,-0.001156941,-0.001132429,-0.005534237,-0.006666667,,,
"2016-11-04,五",4.47,3125.32,-0.002237136,0.002562938,0.002508637,-0.004745773,-0.002237136,,,
"2016-11-07,一",4.46,3133.33,0.00896861,0.004646813,0.004548361,0.004420248,0.00896861,,,
"2016-11-08,二",4.5,3147.89,-0.006666667,-0.006200979,-0.006069599,-0.000597068,-0.006666667,,,
"2016-11-09,三",4.47,3128.37,0.006711409,0.013716408,0.013425799,-0.006714389,0.006711409,,,
"2016-11-10,四",4.5,3171.28,0.002222222,0.007807573,0.007642154,-0.005419932,0.002222222,,,
"2016-11-11,五",4.51,3196.04,0.00443459,0.004483674,0.004388678,4.59118E-05,0.00443459,,,
"2016-11-14,一",4.53,3210.37,0.01986755,-0.001052838,-0.001030532,0.020898081,0.01986755,,,
"2016-11-15,二",4.62,3206.99,0,-0.00060181,-0.00058906,0.00058906,0,,,
"2016-11-16,三",4.62,3205.06,-0.010822511,0.001057703,0.001035293,-0.011857804,-0.010822511,,,
"2016-11-17,四",4.57,3208.45,-0.008752735,-0.004859044,-0.004756096,-0.00399664,-0.008752735,,,
"2016-11-18,五",4.53,3192.86,0.002207506,0.007920798,0.00775298,-0.005545475,0.002207506,,,
"2016-11-21,一",4.54,3218.15,0.017621145,0.009384274,0.009185449,0.008435696,0.017621145,,,
"2016-11-22,二",4.62,3248.35,-0.002164502,-0.002219588,-0.002172562,8.05982E-06,-0.002164502,,,
"2016-11-23,三",4.61,3241.14,-0.002169197,0.00018512,0.000181198,-0.002350395,-0.002169197,,,
"2016-11-24,四",4.6,3241.74,0.017391304,0.006231222,0.006099201,0.011292104,0.017391304,,,
"2016-11-25,五",4.68,3261.94,0,0.004616884,0.004519067,-0.004519067,0,,,
"2016-11-28,一",4.68,3277,-0.006410256,0.00180653,0.001768255,-0.008178512,-0.006410256,,,
"2016-11-29,二",4.65,3282.92,-0.015053763,-0.01001852,-0.009806258,-0.005247506,-0.015053763,,,
"2016-11-30,三",4.58,3250.03,0.008733624,0.007163011,0.007011248,0.001722376,0.008733624,,,
"2016-12-01,四",4.62,3273.31,-0.019480519,-0.009003119,-0.00881237,-0.010668149,-0.019480519,,,
"2016-12-02,五",4.53,3243.84,0.048565121,-0.012062864,-0.011807288,0.060372409,0.048565121,,,
"2016-12-05,一",4.75,3204.71,0.004210526,-0.001578926,-0.001545473,0.005756,0.004210526,,,
"2016-12-06,二",4.77,3199.65,0.075471698,0.007060147,0.006910564,0.068561134,0.075471698,,,
"2016-12-07,三",5.13,3222.24,-0.021442495,-0.002132057,-0.002086885,-0.01935561,-0.021442495,,,
"2016-12-08,四",5.02,3215.37,0.007968127,0.005445719,0.00533034,0.002637787,0.007968127,,,
"2016-12-09,五",5.06,3232.88,-0.04743083,-0.024717899,-0.0241942,-0.02323663,-0.04743083,,,
"2016-12-12,一",4.82,3152.97,0.029045643,0.000656524,0.000642614,0.028403029,0.029045643,,,
"2016-12-13,二",4.96,3155.04,-0.016129032,-0.004598991,-0.004501552,-0.01162748,-0.016129032,,,
"2016-12-14,三",4.88,3140.53,0.038934426,-0.007275842,-0.007121689,0.046056115,0.038934426,,,
"2016-12-15,四",5.07,3117.68,0.003944773,0.001699982,0.001663965,0.002280809,0.003944773,,,
